"bodyparts_coords","Head_x","Head_y","Trunk_x","Trunk_y","Tail_x","Tail_y","Z_x","Z_y","behavior.label"
1,715.157287597656,200.333221435547,707.295166015625,178.116744995117,693.790344238281,160.564590454102,865.118041992188,196.577590942383,NA
2,714.876831054688,204.138488769531,706.381469726562,181.123031616211,694.076354980469,159.843139648438,864.059692382812,195.615188598633,NA
3,713.436889648438,207.974090576172,705.311645507812,184.673400878906,694.011901855469,160.008163452148,862.153747558594,196.869354248047,NA
4,713.974731445312,211.790252685547,705.136901855469,187.510269165039,693.614868164062,160.629791259766,861.162536621094,199.574752807617,NA
5,714.206298828125,213.828125,705.189575195312,190.349258422852,693.357849121094,163.303451538086,858.770202636719,202.8046875,NA
6,715.026916503906,217.076965332031,705.739379882812,192.67919921875,693.611145019531,166.544494628906,857.580627441406,205.650619506836,NA
7,715.221252441406,220.668487548828,706.495849609375,196.242446899414,692.932373046875,169.402938842773,855.98046875,208.076095581055,NA
8,704.917358398438,222.155731201172,709.077453613281,196.181060791016,694.634216308594,175.359344482422,853.512939453125,212.382217407227,NA
9,695.597839355469,226.209289550781,709.057006835938,204.508590698242,704.378051757812,177.951553344727,851.944458007812,215.735916137695,NA
10,688.721435546875,231.110977172852,705.851684570312,209.788162231445,709.073303222656,182.181198120117,850.15673828125,216.782562255859,NA
11,686.383911132812,235.510284423828,702.044311523438,213.640365600586,713.657897949219,186.244186401367,848.748718261719,220.116744995117,NA
12,682.497314453125,239.107391357422,699.431579589844,217.559982299805,713.499328613281,190.677383422852,847.732116699219,226.167282104492,NA
13,678.341796875,242.607894897461,697.356262207031,222.316177368164,712.282348632812,197.432174682617,845.423278808594,229.485824584961,NA
14,674.016845703125,245.128067016602,695.691467285156,225.091735839844,710.270080566406,199.9912109375,845.192565917969,232.215789794922,NA
15,670.102905273438,238.003509521484,695.349975585938,231.735214233398,708.4404296875,209.434097290039,844.931823730469,235.345169067383,NA
16,668.601318359375,220.955627441406,683.826599121094,236.741958618164,709.710266113281,229.23127746582,841.961791992188,240.0908203125,NA
17,676.393432617188,211.2099609375,681.126220703125,235.595840454102,704.259887695312,247.486694335938,840.289367675781,240.307983398438,NA
18,680.263793945312,208.159362792969,682.03125,235.122787475586,700.100646972656,255.496475219727,840.466430664062,240.239501953125,NA
19,680.267761230469,200.205459594727,682.641845703125,228.714584350586,691.206909179688,257.952331542969,840.147766113281,237.983871459961,NA
20,679.992553710938,191.690185546875,682.440612792969,221.308364868164,686.03564453125,254.880783081055,838.628723144531,234.16716003418,NA
21,679.0400390625,188.890441894531,682.022644042969,216.983276367188,686.161315917969,251.10270690918,838.562744140625,228.193817138672,NA
