"bodyparts_coords","Head_x","Head_y","Trunk_x","Trunk_y","Tail_x","Tail_y","Z_x","Z_y","behavior.label"
1,557.071350097656,315.502380371094,550.757934570312,297.329467773438,544.248840332031,279.983947753906,900.553466796875,294.522277832031,NA
2,558.280334472656,317.217254638672,551.531494140625,298.207672119141,545.082763671875,279.647216796875,900.241821289062,293.298522949219,NA
3,563.630249023438,315.045501708984,549.814270019531,299.798309326172,544.292602539062,279.004943847656,901.210693359375,294.392578125,NA
4,569.192749023438,312.387939453125,547.654663085938,301.769714355469,543.561218261719,280.089538574219,901.845581054688,295.210784912109,NA
5,573.420471191406,310.26318359375,550.519592285156,305.590942382812,539.002868652344,283.786407470703,902.121154785156,295.919799804688,NA
6,577.776611328125,309.576141357422,555.544616699219,306.885406494141,534.373596191406,293.862060546875,903.78369140625,297.947662353516,NA
7,582.254028320312,311.564025878906,561.40185546875,308.215698242188,535.5693359375,299.496246337891,904.852661132812,301.073669433594,NA
8,584.952941894531,310.858032226562,561.857360839844,308.244659423828,535.54443359375,300.794006347656,905.821350097656,302.14501953125,NA
9,587.317993164062,310.582580566406,564.465393066406,308.447998046875,537.987854003906,301.844024658203,905.791564941406,302.641326904297,NA
10,590.577209472656,310.721008300781,567.344787597656,308.146148681641,539.082946777344,302.430053710938,905.718078613281,302.393829345703,NA
11,591.748474121094,311.208557128906,568.128295898438,307.689270019531,539.478515625,302.449096679688,907.660034179688,304.365173339844,NA
12,594.379211425781,311.702972412109,570.231567382812,307.2021484375,542.808715820312,303.089172363281,908.872741699219,304.146179199219,NA
13,594.379211425781,311.702972412109,570.231567382812,307.2021484375,542.808715820312,303.089172363281,908.905822753906,304.043151855469,NA
14,594.201721191406,311.7587890625,570.85205078125,306.735076904297,543.735534667969,303.137084960938,909.636962890625,303.894653320312,NA
15,601.027709960938,310.416442871094,576.033081054688,307.300598144531,547.378356933594,304.492401123047,911.606262207031,304.376403808594,NA
16,601.349487304688,310.489105224609,576.894104003906,307.484130859375,547.563659667969,304.506988525391,911.528442382812,304.801239013672,NA
17,601.918334960938,309.432159423828,577.854553222656,309.242736816406,551.916442871094,303.453582763672,911.507507324219,304.803833007812,NA
18,601.839660644531,304.675689697266,580.719604492188,310.690063476562,555.158569335938,304.857788085938,915.071716308594,302.652496337891,NA
19,601.226989746094,299.95654296875,582.294982910156,311.170104980469,556.511657714844,308.424163818359,917.013305664062,302.116058349609,NA
20,603.770202636719,297.529815673828,585.874877929688,310.339080810547,560.078369140625,313.378723144531,918.077331542969,301.960571289062,NA
21,605.209167480469,296.089233398438,587.031372070312,309.031372070312,563.784729003906,315.829711914062,918.555419921875,301.127227783203,NA
22,607.035705566406,294.519897460938,589.092346191406,307.253570556641,567.182678222656,317.439636230469,919.509094238281,301.231170654297,NA
23,609.489074707031,293.82666015625,590.53955078125,305.136138916016,569.168884277344,317.250427246094,920.7412109375,300.484039306641,NA
24,611.552368164062,291.617126464844,592.742370605469,304.916046142578,569.309143066406,318.075744628906,922.647644042969,300.595458984375,NA
25,611.553466796875,291.616241455078,592.742614746094,304.9169921875,569.316040039062,318.075531005859,922.621948242188,300.56201171875,NA
26,612.620788574219,290.485534667969,594.137023925781,304.456695556641,570.904418945312,316.739166259766,923.509826660156,299.854766845703,NA
27,613.640625,289.439758300781,595.743713378906,303.096099853516,573.323791503906,316.656188964844,926.661010742188,298.477783203125,NA
