"bodyparts_coords","Head_x","Head_y","Trunk_x","Trunk_y","Tail_x","Tail_y","Z_x","Z_y","behavior.label"
1,588.731201171875,145.997497558594,568.846862792969,161.754425048828,564.160461425781,188.017700195312,455.837738037109,182.395156860352,NA
2,588.725646972656,145.997833251953,568.838928222656,161.662384033203,564.122131347656,187.898147583008,455.816009521484,182.303176879883,NA
3,597.069702148438,147.474273681641,571.568420410156,157.540405273438,558.957702636719,181.92399597168,455.10791015625,182.291137695312,NA
4,602.281433105469,146.110321044922,575.533264160156,155.625625610352,557.6015625,177.052536010742,454.095855712891,180.973480224609,NA
5,604.48486328125,144.749526977539,579.312683105469,153.945724487305,558.112731933594,171.823135375977,453.423217773438,180.046142578125,NA
6,611.432861328125,143.956039428711,585.74267578125,152.743179321289,561.644348144531,168.740692138672,452.824066162109,176.887786865234,NA
7,614.336486816406,143.818969726562,588.191833496094,152.691177368164,561.681396484375,168.038513183594,452.355346679688,175.867034912109,NA
8,616.335876464844,144.009262084961,590.040649414062,152.553253173828,562.058227539062,167.033218383789,452.451171875,175.126281738281,NA
9,618.819213867188,142.554550170898,591.970153808594,152.038055419922,564.499084472656,168.2919921875,452.03662109375,175.585006713867,NA
10,622.035339355469,146.17529296875,595.496154785156,148.397567749023,572.233093261719,161.745468139648,451.716888427734,176.221481323242,NA
11,626.753601074219,152.524520874023,603.987976074219,145.048538208008,578.670654296875,153.17854309082,452.6748046875,174.25732421875,NA
12,632.388061523438,158.26594543457,608.350708007812,148.439788818359,582.074340820312,149.520980834961,452.606475830078,173.798965454102,NA
13,637.691528320312,160.875839233398,615.085754394531,152.083251953125,586.847351074219,144.411361694336,452.055419921875,174.905807495117,NA
14,637.520568847656,160.899780273438,615.046569824219,152.05842590332,586.778686523438,144.407028198242,452.023620605469,174.876663208008,NA
15,645.52294921875,165.176879882812,619.336486816406,155.134246826172,589.88818359375,145.795394897461,451.21533203125,177.954711914062,NA
16,648.969360351562,166.583770751953,624.638671875,158.35693359375,596.273132324219,147.916854858398,451.566741943359,180.631530761719,NA
17,654.246398925781,167.833572387695,630.491577148438,161.859848022461,600.367248535156,149.347091674805,451.580688476562,182.412048339844,NA
18,663.083557128906,170.848007202148,637.345458984375,163.584259033203,607.78369140625,153.750686645508,451.605560302734,186.637496948242,NA
19,666.386779785156,172.60871887207,642.1044921875,166.644195556641,611.138977050781,155.939071655273,451.803070068359,189.438079833984,NA
20,673.258972167969,174.29377746582,646.614501953125,168.464782714844,615.772277832031,158.256057739258,452.242523193359,190.096771240234,NA
21,677.033752441406,176.168106079102,650.744262695312,169.923706054688,622.226684570312,159.263290405273,452.586822509766,191.107070922852,NA
22,679.818237304688,176.467086791992,653.026733398438,170.216339111328,624.016296386719,160.203521728516,452.513031005859,191.783920288086,NA
23,681.694274902344,176.73210144043,656.938903808594,171.27571105957,630.032470703125,161.831008911133,453.140502929688,193.206771850586,NA
24,683.116516113281,177.269454956055,660.181030273438,171.906478881836,632.554809570312,162.127105712891,453.535736083984,194.096405029297,NA
25,688.692321777344,180.395889282227,664.167724609375,173.46435546875,634.635314941406,163.727920532227,453.400573730469,195.199462890625,NA
26,688.714599609375,180.373550415039,664.282653808594,173.4892578125,634.96484375,163.902282714844,453.445281982422,195.242736816406,NA
27,691.617309570312,180.971237182617,667.154479980469,174.293609619141,641.387268066406,166.238006591797,453.857818603516,196.629364013672,NA
28,694.093139648438,181.395370483398,669.282043457031,174.59294128418,641.244812011719,167.08918762207,454.133880615234,197.863021850586,NA
29,696.638244628906,184.32209777832,672.463928222656,173.851867675781,642.834533691406,169.7783203125,455.849853515625,200.626571655273,NA
30,699.27783203125,187.30891418457,677.618286132812,176.904708862305,651.527770996094,168.641052246094,457.004699707031,202.014205932617,NA
31,705.389953613281,189.290145874023,682.819946289062,180.286102294922,659.462768554688,168.693145751953,456.429290771484,202.204086303711,NA
32,714.677307128906,191.510314941406,691.129699707031,185.392501831055,665.048645019531,173.893966674805,455.888458251953,206.519348144531,NA
33,721.008056640625,193.656173706055,695.570251464844,185.342788696289,666.831787109375,174.627075195312,456.049346923828,207.292129516602,NA
34,726.198059082031,195.592224121094,698.088684082031,187.97216796875,669.879699707031,176.597305297852,456.174560546875,208.939758300781,NA
35,729.246826171875,196.989517211914,701.805358886719,189.693405151367,674,178.599563598633,456.4130859375,210.915344238281,NA
36,730.418579101562,197.664276123047,705.068542480469,191.318939208984,679.955200195312,181.213821411133,456.311309814453,212.167678833008,NA
37,732.855651855469,199.741363525391,708.953918457031,192.608428955078,683.955261230469,183.467971801758,456.110595703125,213.618118286133,NA
38,732.860473632812,199.714126586914,708.940856933594,192.639282226562,684.057800292969,183.498046875,456.134857177734,213.633712768555,NA
